loan_id,no_of_dependents,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,education_ Graduate,education_ Not Graduate,self_employed_ No,self_employed_ Yes,loan_status
-1.7316451275521714,-0.29410170109049505,1.6179790412084873,1.6330517066580923,0.19261651149360004,1.0327924065085647,-0.7800575410674583,2.8772890006103715,0.8320283660023868,0.9303044116608288,0.99555916936237,-0.9955591693623701,1.0072882121006403,-1.0072882121006403,0
-1.7308336724783417,-1.4735476024106673,-0.3417495581237115,-0.32441405900702774,-0.5080906785926198,-1.0610511817096373,-0.7339240987749118,-0.631921073809475,-0.6949932135749445,-0.5159363822714043,-1.0044606395825513,1.004460639582551,-0.9927645216005845,0.9927645216005845,1
-1.7300222174045123,0.2956212495695911,1.4398218958146511,1.6109334494189382,1.5940308916660397,-0.5448404355838201,-0.05730027848423019,-0.10781827048703045,1.9965196425145963,2.4073162863150244,0.99555916936237,-0.9955591693623701,1.0072882121006403,-1.0072882121006403,1
-1.7292107623306827,0.2956212495695911,1.119139034105746,1.7215247356147079,-0.5080906785926198,-0.7710451445603018,1.6496370863399892,-0.38126321135091457,0.8979429665596818,0.8995333309388663,0.99555916936237,-0.9955591693623701,1.0072882121006403,-1.0072882121006403,1
-1.7283993072568533,1.4750671508897635,1.6892418993660219,1.0026813753422061,1.5940308916660397,-1.2640554077141721,0.7577238686840908,0.7353036305099456,1.5680747388921796,0.007171990001956621,-1.0044606395825513,1.004460639582551,-0.9927645216005845,0.9927645216005845,1
-1.727587852183024,-1.4735476024106673,-0.09232955457234074,-0.1806453869525274,-0.15773708354950988,-1.6294630145223348,-0.10343372077677666,0.7580907089152693,-0.15669064235703636,0.037943070723919024,0.99555916936237,-0.9955591693623701,-0.9927645216005845,0.9927645216005845,1
-1.7267763971091943,1.4750671508897635,1.297296179499582,1.9758846938649777,-1.2087978686788396,0.45278033220989383,2.3108830925331554,2.2392508052613085,1.5461032053730814,-0.20822557505178022,0.99555916936237,-0.9955591693623701,1.0072882121006403,-1.0072882121006403,0
-1.7259649420353649,-0.29410170109049505,0.22835330713656452,-0.014758457658873165,1.5940308916660397,-1.2640554077141721,0.8807463814642147,0.1656266703768537,-0.36542021078847015,0.3148827972215807,0.99555916936237,-0.9955591693623701,-0.9927645216005845,0.9927645216005845,1
-1.7251534869615353,-1.4735476024106673,-1.5175867177230307,-1.4303269209647227,1.5940308916660397,1.0559928894805115,-0.9492134961401286,-0.9509401714840066,-1.3541392191478934,-1.3467555617643892,0.99555916936237,-0.9955591693623701,-0.9927645216005845,0.9927645216005845,0
-1.7243420318877059,1.4750671508897635,-1.410692430486729,-1.1980852199536067,-0.15773708354950988,-1.2292546832562519,-0.6570350282873343,-0.8142177010520645,-1.2992103853501475,-1.0390447545447652,-1.0044606395825513,1.004460639582551,1.0072882121006403,-1.0072882121006403,1
-1.7235305768138762,0.8853442002296773,-0.7693267070689185,-0.4350053452027972,-1.5591514637219497,-0.307035485121365,0.09647786249092472,-0.0622441136763831,-0.6180928462581005,-0.5774785437153291,0.99555916936237,-0.9955591693623701,-0.9927645216005845,0.9927645216005845,0
-1.7227191217400468,-0.29410170109049505,0.5846675979242371,0.8367944460485519,1.24367729662293,-0.3592365718082454,1.20368047751204,0.18841374878217737,0.5793557305327565,0.4379671201094303,-1.0044606395825513,1.004460639582551,-0.9927645216005845,0.9927645216005845,1
-1.7219076666662172,0.2956212495695911,-0.02106669641480624,-0.3907688307244894,0.8933237015798199,-1.6758639804662283,-0.16494497716683862,1.0543227281844771,-0.05781874152109404,-0.20822557505178022,-1.0044606395825513,1.004460639582551,-0.9927645216005845,0.9927645216005845,1
-1.7210962115923878,-0.29410170109049505,1.4398218958146511,1.8099977645713234,0.54297010653671,0.4585804529528806,0.5116788431238429,2.6494182165571347,0.6342845643305022,0.007171990001956621,0.99555916936237,-0.9955591693623701,-0.9927645216005845,0.9927645216005845,0
-1.7202847565185582,-0.8838246517505812,-1.125640997856591,-0.8552522327467212,-0.8584442736357297,-0.7594449030743283,-0.8569466115550357,-0.8597918578627118,-1.0135804496018699,-0.946731512378878,-1.0044606395825513,1.004460639582551,1.0072882121006403,-1.0072882121006403,1
-1.7194733014447288,1.4750671508897635,-0.127960983651108,-0.490300988300682,-0.15773708354950988,1.125594338396352,-0.27258967584944704,-0.24454074091897252,0.1399250601507906,-0.1774544943298178,-1.0044606395825513,1.004460639582551,1.0072882121006403,-1.0072882121006403,0
-1.7186618463708991,-0.29410170109049505,-1.6244810049593326,-1.4966816926821844,-1.2087978686788396,0.36577852106509323,-0.9492134961401286,-1.1104497203212722,-1.5189257205411306,-1.3159844810424268,0.99555916936237,-0.9955591693623701,-0.9927645216005845,0.9927645216005845,0
